st4, 0, 4
7206, 0, 4
7219, 0, 4
7231, 0, 4
7244, 0, 4
7257, 0, 4
7269, 0, 4
7281, 0, 4
7293, 0, 4
7307, 0, 4
�start: 0
0, 0, 4
0, 0, 4
1, 0, 4
1, 0, 4
1, 0, 4
2, 0, 4
2, 0, 4
8, 0, 4
17, 0, 4
27, 0, 4
37, 0, 4
49, 0, 4
59, 0, 4
69, 0, 4
79, 0, 4
90, 0, 4
100, 0, 4
111, 0, 4
123, 0, 4
135, 0, 4
146, 0, 4
157, 0, 4
168, 0, 4
180, 0, 4
192, 0, 4
203, 0, 4
215, 0, 4
226, 0, 4
237, 0, 4
249, 0, 4
261, 0, 4
272, 0, 4
283, 0, 4
294, 0, 4
306, 0, 4
318, 0, 4
329, 0, 4
340, 0, 4
352, 0, 4
363, 0, 4
374, 0, 4
387, 0, 4
398, 0, 4
409, 0, 4
420, 0, 4
432, 0, 4
443, 0, 4
455, 0, 4
466, 0, 4
478, 0, 4
489, 0, 4
500, 0, 4
512, 0, 4
524, 0, 4
535, 0, 4
546, 0, 4
558, 0, 4
569, 0, 4
581, 0, 4
592, 0, 4
604, 0, 4
615, 0, 4
626, 0, 4
637, 0, 4
650, 0, 4
661, 0, 4
672, 0, 4
684, 0, 4
695, 0, 4
706, 0, 4
718, 0, 4
730, 0, 4
741, 0, 4
752, 0, 4
763, 0, 4
775, 0, 4
787, 0, 4
798, 0, 4
809, 0, 4
821, 0, 4
832, 0, 4
843, 0, 4
856, 0, 4
867, 0, 4
878, 0, 4
889, 0, 4
901, 0, 4
912, 0, 4
924, 0, 4
935, 0, 4
947, 0, 4
958, 0, 4
969, 0, 4
982, 0, 4
993, 2, 4
1004, 0, 4
1016, 0, 4
1029, 0, 4
1041, 0, 4
1054, 0, 4
1067, 0, 4
1079, 0, 4
1091, 0, 4
1103, 0, 4
1117, 0, 4
1129, 0, 4
1141, 0, 4
1154, 0, 4
1166, 0, 4
1178, 0, 4
1191, 0, 4
1204, 0, 4
1216, 0, 4
1228, 0, 4
1241, 0, 4
1254, 0, 4
1266, 0, 4
1278, 0, 4
1291, 0, 4
1303, 0, 4
1316, 0, 4
1329, 0, 4
1341, 0, 4
1353, 0, 4
1366, 0, 4
1378, 0, 4
1391, 0, 4
1403, 0, 4
1416, 0, 4
1428, 0, 4
1440, 0, 4
1454, 0, 4
1466, 0, 4
1478, 0, 4
1490, 0, 4
1503, 0, 4
1516, 0, 4
1528, 0, 4
1541, 0, 4
1553, 0, 4
1565, 0, 4
1577, 0, 4
1591, 0, 4
1603, 0, 4
1615, 0, 4
1628, 0, 4
1640, 0, 4
1653, 0, 4
1666, 0, 4
1678, 0, 4
1690, 0, 4
1702, 0, 4
1716, 0, 4
1728, 0, 4
1740, 0, 4
1753, 0, 4
1765, 0, 4
1777, 0, 4
1790, 0, 4
1803, 0, 4
1815, 0, 4
1827, 0, 4
1840, 0, 4
1853, 0, 4
1865, 0, 4
1878, 0, 4
1890, 0, 4
1902, 0, 4
1915, 0, 4
1928, 0, 4
1940, 0, 4
1952, 0, 4
1965, 0, 4
1977, 0, 4
1990, 0, 4
2002, 0, 4
2015, 0, 4
2027, 0, 4
2039, 0, 4
2053, 0, 4
2065, 0, 4
2077, 0, 4
2089, 0, 4
2102, 0, 4
2115, 0, 4
2127, 0, 4
2140, 0, 4
2152, 0, 4
2164, 0, 4
2177, 0, 4
2190, 0, 4
2202, 0, 4
2214, 0, 4
2227, 0, 4
2239, 0, 4
2252, 0, 4
2265, 0, 4
2277, 0, 4
2289, 0, 4
2301, 0, 4
2315, 0, 4
2327, 0, 4
2339, 0, 4
2352, 0, 4
2364, 0, 4
2376, 0, 4
2390, 0, 4
2402, 0, 4
2414, 0, 4
2426, 0, 4
2439, 0, 4
2452, 0, 4
2464, 0, 4
2477, 0, 4
2489, 0, 4
2501, 0, 4
2514, 0, 4
2527, 0, 4
2539, 0, 4
2551, 0, 4
2564, 0, 4
2576, 0, 4
2589, 0, 4
2601, 0, 4
2614, 0, 4
2626, 0, 4
2638, 0, 4
2652, 0, 4
2664, 0, 4
2676, 0, 4
2689, 0, 4
2701, 0, 4
2714, 0, 4
2726, 0, 4
2739, 0, 4
2751, 0, 4
2763, 0, 4
2776, 0, 4
2789, 0, 4
2801, 0, 4
2813, 0, 4
2826, 0, 4
2838, 0, 4
2851, 0, 4
2864, 0, 4
2876, 0, 4
2888, 0, 4
2900, 0, 4
2914, 0, 4
2926, 0, 4
2938, 0, 4
2951, 0, 4
2963, 0, 4
2975, 0, 4
2989, 0, 4
3001, 0, 4
3013, 0, 4
3025, 0, 4
3038, 0, 4
3051, 0, 4
3063, 0, 4
3076, 0, 4
3088, 0, 4
3100, 0, 4
3113, 0, 4
3126, 0, 4
3138, 0, 4
3150, 0, 4
3163, 0, 4
3175, 0, 4
3188, 0, 4
3201, 0, 4
3213, 0, 4
3225, 0, 4
3237, 0, 4
3251, 0, 4
3263, 0, 4
3275, 0, 4
3288, 0, 4
3300, 0, 4
3313, 0, 4
3325, 0, 4
3338, 0, 4
3350, 0, 4
3362, 0, 4
3375, 0, 4
3388, 0, 4
3400, 0, 4
3412, 0, 4
3425, 0, 4
3437, 0, 4
3450, 0, 4
3463, 0, 4
3475, 0, 4
3487, 0, 4
3500, 0, 4
3513, 0, 4
3525, 0, 4
3537, 0, 4
3550, 0, 4
3562, 0, 4
3574, 0, 4
3588, 0, 4
3600, 0, 4
3612, 0, 4
3624, 0, 4
3637, 0, 4
3650, 0, 4
3662, 0, 4
3675, 0, 4
3687, 0, 4
3699, 0, 4
3713, 0, 4
3725, 0, 4
3737, 0, 4
3749, 0, 4
3762, 0, 4
3774, 0, 4
3787, 0, 4
3800, 0, 4
3812, 0, 4
3824, 0, 4
3836, 0, 4
3850, 0, 4
3862, 0, 4
3874, 0, 4
3887, 0, 4
3899, 0, 4
3912, 0, 4
3924, 0, 4
3937, 0, 4
3949, 0, 4
3961, 0, 4
3974, 0, 4
3987, 0, 4
3999, 0, 4
4012, 0, 4
4024, 0, 4
4036, 0, 4
4049, 0, 4
4062, 0, 4
4074, 0, 4
4086, 0, 4
4099, 0, 4
4112, 0, 4
4124, 0, 4
4136, 0, 4
4149, 0, 4
4161, 0, 4
4173, 0, 4
4187, 0, 4
4199, 0, 4
4211, 0, 4
4224, 0, 4
4236, 0, 4
4249, 0, 4
4261, 0, 4
4274, 0, 4
4286, 0, 4
4298, 0, 4
4312, 0, 4
4324, 0, 4
4336, 0, 4
4348, 0, 4
4361, 0, 4
4373, 0, 4
4386, 0, 4
4399, 0, 4
4411, 0, 4
4423, 0, 4
4435, 0, 4
4449, 0, 4
4461, 0, 4
4473, 0, 4
4486, 0, 4
4498, 0, 4
4511, 0, 4
4524, 0, 4
4536, 0, 4
4548, 0, 4
4560, 0, 4
4573, 0, 4
4586, 0, 4
4598, 0, 4
4611, 0, 4
4623, 0, 4
4635, 0, 4
4648, 0, 4
4661, 0, 4
4673, 0, 4
4685, 0, 4
4698, 0, 4
4711, 0, 4
4723, 0, 4
4736, 0, 4
4748, 0, 4
4760, 0, 4
4772, 0, 4
4786, 0, 4
4798, 0, 4
4810, 0, 4
4823, 0, 4
4835, 0, 4
4848, 0, 4
4860, 0, 4
4873, 0, 4
4885, 0, 4
4897, 0, 4
4911, 0, 4
4923, 0, 4
4935, 0, 4
4947, 0, 4
4960, 0, 4
4972, 0, 4
4985, 0, 4
4998, 0, 4
5010, 0, 4
5022, 0, 4
5035, 0, 4
5048, 0, 4
5060, 0, 4
5072, 0, 4
5085, 0, 4
5097, 0, 4
5110, 0, 4
5123, 0, 4
5135, 0, 4
5147, 0, 4
5159, 0, 4
5172, 0, 4
5185, 0, 4
5197, 0, 4
5210, 0, 4
5222, 0, 4
5234, 0, 4
5248, 0, 4
5260, 0, 4
5272, 0, 4
5284, 0, 4
5297, 0, 4
5310, 0, 4
5322, 0, 4
5335, 0, 4
5347, 0, 4
5359, 0, 4
5371, 0, 4
5385, 0, 4
5397, 0, 4
5409, 0, 4
5422, 0, 4
5434, 0, 4
5447, 0, 4
5459, 0, 4
5472, 0, 4
5484, 0, 4
5496, 0, 4
5510, 0, 4
5522, 0, 4
5534, 0, 4
5547, 0, 4
5559, 0, 4
5571, 0, 4
5584, 0, 4
5597, 0, 4
5609, 0, 4
5621, 0, 4
5634, 0, 4
5647, 0, 4
5659, 0, 4
5671, 0, 4
5684, 0, 4
5696, 0, 4
5709, 0, 4
5722, 0, 4
5734, 0, 4
5746, 0, 4
5758, 0, 4
5771, 0, 4
5784, 0, 4
5796, 0, 4
5809, 0, 4
5821, 0, 4
5833, 0, 4
5847, 0, 4
5859, 0, 4
5871, 0, 4
5883, 0, 4
5896, 0, 4
5909, 0, 4
5921, 0, 4
5934, 0, 4
5946, 0, 4
5958, 0, 4
5970, 0, 4
5984, 0, 4
5996, 0, 4
6008, 0, 4
6021, 0, 4
6033, 0, 4
6046, 0, 4
6059, 0, 4
6071, 0, 4
6083, 0, 4
6095, 0, 4
6109, 0, 4
6121, 0, 4
6133, 0, 4
6146, 0, 4
6158, 0, 4
6170, 0, 4
6183, 0, 4
6196, 0, 4
6208, 0, 4
6220, 0, 4
6233, 0, 4
6246, 0, 4
6258, 0, 4
6270, 0, 4
6283, 0, 4
6295, 0, 4
6308, 0, 4
6321, 0, 4
6333, 0, 4
6345, 0, 4
6358, 0, 4
6370, 0, 4
6383, 0, 4
6395, 0, 4
